Show Code,Date,People,Media Type,URL,Title,Desc
169,1/26/2000,Jenny McCarthy,4,http://www.cc.com/episodes/xm3zo8/the-daily-show-with-jon-stewart-january-26--2000---jenny-mccarthy-season-4-ep-04089,,
169,1/27/2000,David Arquette,4,http://www.cc.com/episodes/ch9i4g/the-daily-show-with-jon-stewart-january-27--2000---david-arquette-season-4-ep-04090,,
169,2/1/2000,Jeff Bridges,4,http://www.cc.com/episodes/d4jf3q/the-daily-show-with-jon-stewart-feburary-1--2000---jeff-bridges-season-4-ep-04091,,
169,2/2/2000,Bob Dole,4,http://www.cc.com/episodes/da4kb3/the-daily-show-with-jon-stewart-february-2--2000---bob-dole-season-4-ep-04092,,
169,2/3/2000,Jason Priestley,4,http://www.cc.com/episodes/n0burd/the-daily-show-with-jon-stewart-february-3--2000---jason-priestley-season-4-ep-04093,,
169,2/14/2000,Moby,4,http://www.cc.com/episodes/xwc4l2/the-daily-show-with-jon-stewart-february-14--2000---moby-season-4-ep-04094,,
169,2/15/2000,Dennis Farina,4,http://www.cc.com/episodes/rfp9kq/the-daily-show-with-jon-stewart-february-15--2000---dennis-farina-season-4-ep-04095,,
169,2/16/2000,Matthew Perry,4,http://www.cc.com/episodes/zgtuhb/the-daily-show-with-jon-stewart-february-16--2000---matthew-perry-season-4-ep-04096,,
169,2/17/2000,Ed McMahon,4,http://www.cc.com/episodes/bfujtt/the-daily-show-with-jon-stewart-february-17--2000---ed-mcmahon-season-4-ep-04097,,
169,2/23/2000,Charlize Theron,4,http://www.cc.com/episodes/mt6vj5/the-daily-show-with-jon-stewart-february-23--2000---charlize-theron-season-4-ep-04099,,
169,2/23/2000,Snoop Dogg,4,http://www.cc.com/episodes/3jmacx/the-daily-show-with-jon-stewart-february-22--2000---snoop-dogg-season-4-ep-04098,,
169,2/24/2000,Rachael Leigh Cook,4,http://www.cc.com/episodes/5s7onl/the-daily-show-with-jon-stewart-february-24--2000---rachael-leigh-cook-season-4-ep-04100,,
169,2/28/2000,Forest Whitaker,4,http://www.cc.com/episodes/mim96r/the-daily-show-with-jon-stewart-february-28--2000---forest-whitaker-season-4-ep-04101,,
169,2/29/2000,Vin Diesel,4,http://www.cc.com/episodes/80p899/the-daily-show-with-jon-stewart-february-29--2000---vin-diesel-season-4-ep-04102,,
169,3/1/2000,Tobey Maguire,4,http://www.cc.com/episodes/wk2nau/the-daily-show-with-jon-stewart-march-2--2000---tobey-maguire-season-4-ep-04103,,
169,3/2/2000,Ellen DeGeneres,4,http://www.cc.com/episodes/bili4d/the-daily-show-with-jon-stewart-march-3--2000---ellen-degeneres-season-4-ep-04104,,
169,3/7/2000,Kevin Pollak,4,http://www.cc.com/episodes/0qqb4g/the-daily-show-with-jon-stewart-march-7--2000---kevin-pollak-season-4-ep-04106,,
169,3/7/2000,Neil Patrick Harris,4,http://www.cc.com/episodes/wodqcx/the-daily-show-with-jon-stewart-march-6--2000---neil-patrick-harris-season-4-ep-04105,,
169,3/8/2000,Bob Dole,4,http://www.cc.com/episodes/wn95ns/the-daily-show-with-jon-stewart-march-8--2000---bob-dole-season-4-ep-04107,,
169,3/9/2000,Garry Shandling,4,http://www.cc.com/episodes/7snhk4/the-daily-show-with-jon-stewart-march-9--2000---garry-shandling-season-4-ep-04108,,
169,3/14/2000,Kim Delaney,4,http://www.cc.com/episodes/9nx5dt/the-daily-show-with-jon-stewart-march-14--2000---kim-delaney-season-4-ep-04110,,
169,3/14/2000,Eddie Izzard,4,http://www.cc.com/episodes/sc4v38/the-daily-show-with-jon-stewart-march-13--2000---eddie-izzard-season-4-ep-04109,,
169,3/15/2000,Wolf Blitzer,4,http://www.cc.com/episodes/j57ivn/the-daily-show-with-jon-stewart-march-15--2000---wolf-blitzer-season-4-ep-04111,,
169,3/16/2000,George Wallace,4,http://www.cc.com/episodes/dd9408/the-daily-show-with-jon-stewart-march-16--2000---george-wallace-season-4-ep-04112,,
169,3/20/2000,Chris Meloni,4,http://www.cc.com/episodes/maoxpm/the-daily-show-with-jon-stewart-march-20--2000---chris-meloni-season-4-ep-04113,,
169,3/21/2000,Marla Sokoloff,4,http://www.cc.com/episodes/bzd3zl/the-daily-show-with-jon-stewart-march-21--2000---marla-sokoloff-season-4-ep-04114,,
169,3/22/2000,Eric Idle,4,http://www.cc.com/episodes/7ggtm2/the-daily-show-with-jon-stewart-march-22--2000---eric-idle-season-4-ep-04115,,
169,3/23/2000,Leelee Sobieski,4,http://www.cc.com/episodes/vgne2f/the-daily-show-with-jon-stewart-march-23--2000---leelee-sobieski-season-4-ep-04116,,
169,3/28/2000,Joshua Jackson,4,http://www.cc.com/episodes/9zlmb6/the-daily-show-with-jon-stewart-march-28--2000---joshua-jackson-season-4-ep-04118,,
169,3/28/2000,John Lydon,4,http://www.cc.com/episodes/908f9k/the-daily-show-with-jon-stewart-march-27--2000---john-lydon-season-4-ep-04117,,
169,3/29/2000,Sam Donaldson,4,http://www.cc.com/episodes/geex90/the-daily-show-with-jon-stewart-march-29--2000---sam-donaldson-season-4-ep-04119,,
169,3/30/2000,Jimmy Smits,4,http://www.cc.com/episodes/eqi6kn/the-daily-show-with-jon-stewart-march-20--2000---jimmy-smits-season-4-ep-04120,,
169,4/10/2000,Roger Daltrey,4,http://www.cc.com/episodes/mq0jft/the-daily-show-with-jon-stewart-april-10--2000---roger-daltrey-season-4-ep-04121,,
169,4/11/2000,Ben Stein,4,http://www.cc.com/episodes/ny92oq/the-daily-show-with-jon-stewart-april-11--2000---ben-stein-season-4-ep-04122,,
169,4/12/2000,Patrick Stewart,4,http://www.cc.com/episodes/yjtoah/the-daily-show-with-jon-stewart-april-12--2000---patrick-stewart-season-4-ep-04123,,
169,4/13/2000,David Alan Grier,4,http://www.cc.com/episodes/v7sxmd/the-daily-show-with-jon-stewart-april-13--2000---david-alan-grier-season-4-ep-04124,,
169,4/17/2000,Stanley Tucci,4,http://www.cc.com/episodes/sao4nd/the-daily-show-with-jon-stewart-april-17--2000---stanley-tucci-season-4-ep-04125,,
169,4/18/2000,Samantha Mathis,4,http://www.cc.com/episodes/0y4hah/the-daily-show-with-jon-stewart-april-18--2000---samantha-mathis-season-4-ep-04126,,
169,4/19/2000,Jeanne Tripplehorn,4,http://www.cc.com/episodes/c4z37e/the-daily-show-with-jon-stewart-april-26--2000---jeanne-tripplehorn-season-4-ep-04131,,
169,4/19/2000,Diamond Dallas Page,4,http://www.cc.com/episodes/krh5ab/the-daily-show-with-jon-stewart-april-19--2000---diamond-dallas-page-season-4-ep-04127,,
169,4/20/2000,Arlen Specter,4,http://www.cc.com/episodes/f50z0b/the-daily-show-with-jon-stewart-april-20--2000---arlen-specter-season-4-ep-04128,,
169,4/24/2000,Hugh Hefner,4,http://www.cc.com/episodes/kow6r1/the-daily-show-with-jon-stewart-april-24--2000---hugh-hefner-season-4-ep-04129,,
169,4/25/2000,Kirsten Dunst,4,http://www.cc.com/episodes/3fx22y/the-daily-show-with-jon-stewart-april-25--2000---kirsten-dunst-season-4-ep-04130,,
169,4/27/2000,Stephen Baldwin,4,http://www.cc.com/episodes/xji8t2/the-daily-show-with-jon-stewart-april-27--2000---stephen-baldwin-season-4-ep-04132,,
169,5/1/2000,S. Epatha Merkerson,4,http://www.cc.com/episodes/u2pim9/the-daily-show-with-jon-stewart-may-1--2000---s--epatha-merkerson-season-4-ep-04133,,
169,5/2/2000,Luke WIlson,4,http://www.cc.com/episodes/6tqx0u/the-daily-show-with-jon-stewart-may-2--2000---luke-wilson-season-4-ep-04134,,
169,5/3/2000,Julie Warner,4,http://www.cc.com/episodes/1e1nkw/the-daily-show-with-jon-stewart-may-3--2000---julie-warner-season-4-ep-04135,,
169,5/4/2000,Eric Close,4,http://www.cc.com/episodes/s7s49u/the-daily-show-with-jon-stewart-may-4--2000---eric-close-season-4-ep-04136,,
169,5/8/2000,Wendie Malick,4,http://www.cc.com/episodes/mfi82c/the-daily-show-with-jon-stewart-may-8--2000---wendie-malick-season-4-ep-04137,,
169,5/9/2000,Jesse L. Martin,4,http://www.cc.com/episodes/trknrd/the-daily-show-with-jon-stewart-may-9--2000---jesse-l--martin-season-4-ep-04138,,
169,5/10/2000,Andy Richter,4,http://www.cc.com/episodes/l9lxss/the-daily-show-with-jon-stewart-may-10--2000---andy-richter-season-4-ep-04139,,
169,5/11/2000,Betty White,4,http://www.cc.com/episodes/yzgyc8/the-daily-show-with-jon-stewart-may-11--2000---betty-white-season-4-ep-04140,,
169,5/15/2000,Tracy Ullman,4,http://www.cc.com/episodes/c36igg/the-daily-show-with-jon-stewart-may-15--2000---tracy-ullman-season-4-ep-04141,,
169,5/16/2000,Kyle MacLachlan,4,http://www.cc.com/episodes/u2cop9/the-daily-show-with-jon-stewart-may-16--2000---kyle-maclachlan-season-4-ep-04142,,
169,5/17/2000,Jane Leeves,4,http://www.cc.com/episodes/kdgiqz/the-daily-show-with-jon-stewart-may-17--2000---jane-leeves-season-4-ep-04143,,
169,5/18/2000,Michael Rapaport,4,http://www.cc.com/episodes/9dyqeq/the-daily-show-with-jon-stewart-may-18--2000---michael-rapaport-season-4-ep-04144,,
169,5/30/2000,Laura Kightlinger,4,http://www.cc.com/episodes/yttsky/the-daily-show-with-jon-stewart-may-30--2000---laura-kightlinger-season-4-ep-04145,,
169,5/31/2000,Thandie Newton,4,http://www.cc.com/episodes/x2fjz5/the-daily-show-with-jon-stewart-may-31--2000---thandie-newton-season-4-ep-04146,,
169,6/1/2000,Sonja Christopher,4,http://www.cc.com/episodes/ke3mng/the-daily-show-with-jon-stewart-june-1--2000---sonja-christopher-season-4-ep-04147,,
169,6/5/2000,Penn & Teller,4,http://www.cc.com/episodes/qitgnk/the-daily-show-with-jon-stewart-june-5--2000---penn---teller-season-4-ep-04148,,
169,6/6/2000,Kellie Williams,4,http://www.cc.com/episodes/53j3sj/the-daily-show-with-jon-stewart-june-6--2000---kellie-williams-season-4-ep-04149,,
169,6/7/2000,Michael Moore,4,http://www.cc.com/episodes/vsa2ps/the-daily-show-with-jon-stewart-june-7--2000---michael-moore-season-4-ep-04150,,
169,6/13/2000,Mark Curry,4,http://www.cc.com/episodes/o1px5j/the-daily-show-with-jon-stewart-june-13--2000---mark-curry-season-4-ep-04151,,
169,6/14/2000,Jimmy Kimmel | Adam Carolla,4,http://www.cc.com/episodes/4u6w67/the-daily-show-with-jon-stewart-june-14--2000---jimmy-kimmel---adam-carolla-season-4-ep-04152,,
169,6/15/2000,Julie Brown,4,http://www.cc.com/episodes/7xaags/the-daily-show-with-jon-stewart-june-15--2000---julie-brown-season-4-ep-04153,,
169,6/19/2000,Heather Donahue,4,http://www.cc.com/episodes/3kik8z/the-daily-show-with-jon-stewart-june-19--2000---heather-donahue-season-4-ep-04154,,
169,6/20/2000,Joe Lockhart,4,http://www.cc.com/episodes/s7ypsq/the-daily-show-with-jon-stewart-june-20--2000---joe-lockhart-season-4-ep-04155,,
169,6/21/2000,"Freddie Prinze, Jr.",4,http://www.cc.com/episodes/gpjeai/the-daily-show-with-jon-stewart-june-21--2000---freddie-prinze--jr--season-4-ep-04156,,
169,6/22/2000,Alicia Silverstone,4,http://www.cc.com/episodes/o25e0g/the-daily-show-with-jon-stewart-june-22--2000---alicia-silverstone-season-4-ep-04157,,
169,6/26/2000,Cheri Oteri,4,http://www.cc.com/episodes/2a761e/the-daily-show-with-jon-stewart-june-26--2000---cheri-oteri-season-4-ep-04158,,
169,6/27/2000,Jeff Probst,4,http://www.cc.com/episodes/2v6wo4/the-daily-show-with-jon-stewart-june-27--2000---jeff-probst-season-4-ep-04159,,
169,6/28/2000,Richie Sambora,4,http://www.cc.com/episodes/khl8sw/the-daily-show-with-jon-stewart-june-28--2000---richie-sambora-season-4-ep-04160,,
169,6/29/2000,John C. Reilly,4,http://www.cc.com/episodes/i2s8aw/the-daily-show-with-jon-stewart-june-29--2000---john-c--reilly-season-4-ep-04161,,
169,7/10/2000,Anna Paquin,4,http://www.cc.com/episodes/h1p2t9/the-daily-show-with-jon-stewart-july-10--2000---anna-paquin-season-5-ep-05001,,
169,7/11/2000,J.K. Simmons,4,http://www.cc.com/episodes/7425ax/the-daily-show-with-jon-stewart-july-11--2000---j-k--simmons-season-5-ep-5002,,
169,7/12/2000,Famke Janssen,4,http://www.cc.com/episodes/75769d/the-daily-show-with-jon-stewart-july-12--2000---famke-janssen-season-5-ep-5003,,
169,7/13/2000,Billy Crudup,4,http://www.cc.com/episodes/xoh8e0/the-daily-show-with-jon-stewart-july-13--2000---billy-crudup-season-5-ep-5004,,
169,7/17/2000,Shawn Wayans | Marlon Wayans,4,http://www.cc.com/episodes/07z0mt/the-daily-show-with-jon-stewart-july-17--2000---shawn-wayans---marlon-wayans-season-5-ep-5005,,
169,7/18/2000,Halle Berry,4,http://www.cc.com/episodes/5vsbyt/the-daily-show-with-jon-stewart-july-18--2000---halle-berry-season-5-ep-05006,,
