Show Code,Date,People,Media Type,Media Code,Media URL,Media Title,Media Description
204,8/6/14,Adam Higginbotham,5,,http://traffic.libsyn.com/longform/Ep._103_-_Adam_Higginbotham.mp3,Longform Podcast #103,
204,7/30/14,Brin-Jonathan Butler,5,,http://traffic.libsyn.com/longform/Ep._102_-_Brin-Jonathan_Butler.mp3,Longform Podcast #102,
204,7/23/14,Rachel Kaadzi Ghansah,5,,http://traffic.libsyn.com/longform/Ep._101_-_Rachel_Kaadzi_Ghansah.mp3,Longform Podcast #101,
204,,"David Grann | Jon Mooallem | Ta-Nehisi Coates | Jeanne Marie Laskas | Chris Jones
|Charles Duhigg | Matthew Power | Ann Friedman | Natasha Vargas-Cooper | Margalit Fox | 
Evan Wright | George Saunders| Dan P. Lee | Ariel Levy | Sabrina Rubin Erdely | Sam Biddle
| Michael Lewis | Wesley Morris",5,,http://traffic.libsyn.com/longform/The_100th_Episode.mp3,Longform Podcast #100,
204,7/9/14,John Heilemann,5,,http://traffic.libsyn.com/longform/Ep._99_-_John_Heilemann.mp3,Longform Podcast #99,
204,6/25/14,Sarah Nicole Prickett,5,,http://traffic.libsyn.com/longform/Ep._98_-_Sarah_Nicole_Prickett.mp3,Longform Podcast #98,
204,6/18/14,Ta-Nehisi Coates,5,,http://traffic.libsyn.com/longform/Ep._97_-_Ta-Nehisi_Coates.mp3,Longform Podcast #97,
204,6/11/14,Nathaniel Rich,5,,http://traffic.libsyn.com/longform/Ep._96_-_Nathaniel_Rich.mp3,Longform Podcast #96,
204,6/4/14,Wesley Morris,5,,http://traffic.libsyn.com/longform/Ep._95_-_Wesley_Morris.mp3,Longform Podcast #95,
204,5/28/14,Gary Smith,5,,http://traffic.libsyn.com/longform/Ep._94_-_Gary_Smith.mp3,Longform Podcast #94,
204,5/21/14,Michael Paterniti,5,,http://traffic.libsyn.com/longform/Ep._93_-_Michael_Paterniti.mp3,Longform Podcast #93,
204,5/14/14,Leslie Jamison,5,,http://traffic.libsyn.com/longform/Ep._92_-_Leslie_Jamison.mp3,Longform Podcast #92,
204,5/7/14,Michael Lewis,5,,http://traffic.libsyn.com/longform/Ep._91_-_Michael_Lewis.mp3,Longform Podcast #91,
204,4/30/14,Susan Dominus,5,,http://traffic.libsyn.com/longform/Ep._90_-_Susan_Dominus.mp3,Longform Podcast #90,
204,4/23/14,Alice Gregory,5,,http://traffic.libsyn.com/longform/Ep._89_-_Alice_Gregory.mp3,Longform Podcast #89,
204,4/16/15,Sam Biddle,5,,http://traffic.libsyn.com/longform/Ep._88_-_Sam_Biddle.mp3,Longform Podcast #88,
204,4/9/15,Amanda Hess,5,,http://traffic.libsyn.com/longform/Ep_87_-_Amanda_Hess.mp3,Longform Podcast #87,
204,4/2/14,Mattathias Schwartz,5,,http://traffic.libsyn.com/longform/Ep._86_-_Mattathias_Schwartz.mp3,Longform Podcast #86,
204,3/26/14,Tavi Gevinson,5,,http://traffic.libsyn.com/longform/Ep._85_-_Tavi_Gevinson.mp3,Longform Podcast #85,
204,3/19/14,Sabrina Rubin Erdely,5,,http://traffic.libsyn.com/longform/Ep._84_-_Sabrina_Rubin_Erdely.mp3,Longform Podcast #84,
204,3/12/14,Lawrence Wright,5,,http://traffic.libsyn.com/longform/Ep._83_-_Part_2_-_Lawrence_Wright_Live.mp3,Longform Podcast #83,
204,3/12/14,Pamela Colloff | Mimi Swartz |,5,,http://traffic.libsyn.com/longform/Ep._83_-_Part_1_-_Pamela_Colloff_and_Mimi_Swartz_Live.mp3,Longform Podcast #83,
204,3/5/14,Jennifer Senior,5,,http://traffic.libsyn.com/longform/Ep._82_-_Jennifer_Senior.mp3,Longform Podcast #82,
204,2/26/14,Kevin Roose,5,,http://traffic.libsyn.com/longform/Ep._81_-_Kevin_Roose.mp3,Longform Podcast #81,
204,2/19/14,Wil S. Hylton,5,,http://traffic.libsyn.com/longform/Ep._80_-_Wil_S._Hylton.mp3,Longform Podcast #80,
204,2/12/14,David Kushner,5,,http://traffic.libsyn.com/longform/Ep._79_-_David_Kushner.mp3,Longform Podcast #79,
204,2/5/14,Ariel Levy,5,,http://traffic.libsyn.com/longform/Ep._78_-_Ariel_Levy.mp3,Longform Podcast #78,
204,1/29/14,Dan P. Lee,5,,http://traffic.libsyn.com/longform/Ep._80_-_Wil_S._Hylton.mp3,Longform Podcast #80,
204,1/22/14,Roger D. Hodge,5,,http://traffic.libsyn.com/longform/Ep._80_-_Wil_S._Hylton.mp3,Longform Podcast #80,
204,1/15/14,George Saunders,5,,http://traffic.libsyn.com/longform/Ep._75_-_George_Saunders.mp3,Longform Podcast #75,
204,1/8/14,Jon Mooallem,5,,http://traffic.libsyn.com/longform/Ep._74_-_Jon_Mooallem.mp3,Longform Podcast #74,
204,12/19/13,Joe Sexton,5,,http://traffic.libsyn.com/longform/Ep._73_-_Joe_Sexton.mp3,Longform Podcast #73,
204,12/11/13,Andrew Leland,5,,http://traffic.libsyn.com/longform/Ep._72_-_Andrew_Leland.mp3,Longform Podcast #72,
204,12/4/13,Jason Fagone,5,,http://traffic.libsyn.com/longform/Ep._71_-_Jason_Fagone.mp3,Longform Podcast #71,
204,11/27/13,Amy Wallace,5,,http://traffic.libsyn.com/longform/Ep._70_-_Amy_Wallace.mp3,Longform Podcast #70,
204,11/20/13,Rachel Aviv,5,,http://traffic.libsyn.com/longform/Ep._69_-_Rachel_Aviv.mp3,Longform Podcast #69,
204,11/13/13,Monika Bauerlein | Clara Jeffery,5,,http://traffic.libsyn.com/longform/Ep._68_-_Monika_Bauerlein_and_Clara_Jeffery.mp3,Longform Podcast #68,
204,11/7/13,Evan Wright,5,,http://traffic.libsyn.com/longform/Ep._67_-_Evan_Wright.mp3,Longform Podcast #67,
204,10/30/13,Andy Ward,5,,http://traffic.libsyn.com/longform/Ep._66_-_Andy_Ward.mp3,Longform Podcast #66,
204,10/23/13,Elizabeth Wurtzel,5,,http://traffic.libsyn.com/longform/Ep._65_-_Elizabeth_Wurtzel.mp3,Longform Podcast #65,
204,10/17/13,Gay Talese,5,,http://traffic.libsyn.com/longform/Ep._64_-_Gay_Talese.mp3,Longform Podcast #64,
204,10/9/13,Jon Ronson,5,,http://traffic.libsyn.com/longform/Ep._63_-_Jon_Ronson.mp3,Longform Podcast #63,
204,10/1/13,Malcolm Gladwell,5,,http://traffic.libsyn.com/longform/Ep._62_-_Malcolm_Gladwell.mp3,Longform Podcast #62,
204,9/25/13,Cord Jefferson,5,,http://traffic.libsyn.com/longform/Ep._61_-_Cord_Jefferson.mp3,Longform Podcast #61,
204,9/18/13,Hamilton Morris,5,,http://traffic.libsyn.com/longform/Ep._60_-_Hamilton_Morris.mp3,Longform Podcast #60,
204,9/11/13,Nancy Jo Sales,5,,http://traffic.libsyn.com/longform/Ep._59_-_Nancy_Jo_Sales.mp3,Longform Podcast #59,
204,9/4/13,Sarah Stillman,5,,http://traffic.libsyn.com/longform/Ep._58_-_Sarah_Stillman.mp3,Longform Podcast #58,
204,8/28/13,Eli Saslow,5,,http://traffic.libsyn.com/longform/Ep._57_-_Eli_Saslow.mp3,Longform Podcast #57,
204,8/21/13,Joshuah Bearman,5,,http://traffic.libsyn.com/longform/Ep._56_-_Joshuah_Bearman.mp3,Longform Podcast #56,
204,8/14/13,Amy Harmon,5,,http://traffic.libsyn.com/longform/Ep._55_-_Amy_Harmon.mp3,Longform Podcast #55,
204,8/7/13,Sean Flynn,5,,http://traffic.libsyn.com/longform/Ep._54_-_Sean_Flynn.mp3,Longform Podcast #54,
204,8/5/13,Janet Reitman,5,,http://traffic.libsyn.com/longform/Ep._53_-_Janet_Reitman.mp3,Longform Podcast #53,
204,7/31/13,Kelley Benham,5,,http://traffic.libsyn.com/longform/Ep._52_-_Kelley_Benham.mp3,Longform Podcast #52,
204,7/24/13,Robert Kolker,5,,http://traffic.libsyn.com/longform/Ep._51_-_Robert_Kolker.mp3,Longform Podcast #51,
204,7/17/13,Edith Zimmerman,5,,http://traffic.libsyn.com/longform/Ep._50_-_Edith_Zimmerman.mp3,Longform Podcast #50,
204,7/10/13,Brendan I. Koerner,5,,http://traffic.libsyn.com/longform/Ep._49_-_Brendan_I._Koerner.mp3,Longform Podcast #49,
204,6/28/13,Evan Ratliff,5,,http://traffic.libsyn.com/longform/Ep._48_-_Evan_Ratliff.mp3,Longform Podcast #48,
204,6/26/13,Steve Kandell,5,,http://traffic.libsyn.com/longform/Ep._47_-_Steve_Kandell.mp3,Longform Podcast #47,
204,6/19/13,Nicholas Schmidle,5,,http://traffic.libsyn.com/longform/Ep._46_-_Nicholas_Schmidle.mp3,Longform Podcast #46,
204,6/12/13,Chris Heath,5,,http://traffic.libsyn.com/longform/Ep._45_-_Chris_Heath.mp3,Longform Podcast #45,
204,6/5/13,Jonathan Abrams,5,,http://traffic.libsyn.com/longform/Ep._44_-_Jonathan_Abrams.mp3,Longform Podcast #44,
204,5/29/13,Margalit Fox,5,,http://traffic.libsyn.com/longform/Ep._43_-_Margalit_Fox.mp3,Longform Podcast #43,
204,5/22/13,Mat Honan,5,,http://traffic.libsyn.com/longform/Ep._42_-_Mat_Honan.mp3,Longform Podcast #42,
204,5/15/13,Jonathan Shainin,5,,http://traffic.libsyn.com/longform/Ep._41_-_Jonathan_Shainin.mp3,Longform Podcast #41,
204,5/8/13,Vanessa Grigoriadis,5,,http://traffic.libsyn.com/longform/Ep._40_-_Vanessa_Grigoriadis.mp3,Longform Podcast #40,
204,5/1/13,Natasha Vargas-Cooper,5,,http://traffic.libsyn.com/longform/Ep._39_-_Natasha_Vargas-Cooper.mp3,Longform Podcast #39,
204,4/24/13,Ted Conover,5,,http://traffic.libsyn.com/longform/Ep._38_-_Ted_Conover.mp3,Longform Podcast #38,
204,4/17/13,Ann Friedman,5,,http://traffic.libsyn.com/longform/Ep._37_-_Ann_Friedman.mp3,Longform Podcast #37,
204,4/10/13,Patrick Symmes,5,,http://traffic.libsyn.com/longform/Ep._36_-_Patrick_Symmes.mp3,Longform Podcast #36,
204,4/3/13,Jay Caspian Kang,5,,http://traffic.libsyn.com/longform/Ep._35_-_Jay_Caspian_Kang.mp3,Longform Podcast #35,
204,3/27/13,Molly Young,5,,http://traffic.libsyn.com/longform/Ep._34_-_Molly_Young.mp3,Longform Podcast #34,
204,3/20/13,Rolf Potts,5,,http://traffic.libsyn.com/longform/Ep._33_-_Rolf_Potts.mp3,Longform Podcast #33,
204,3/13/13,Jake Silverstein,5,,http://traffic.libsyn.com/longform/Ep._32_-_Jake_Silverstein.mp3,Longform Podcast #32,
204,3/6/13,Emily Nussbaum,5,,http://traffic.libsyn.com/longform/Ep._31_-_Emily_Nussbaum.mp3,Longform Podcast #31,
204,2/27/13,Keith Gessen,5,,http://traffic.libsyn.com/longform/Ep._30_-_Keith_Gessen.mp3,Longform Podcast #30,
204,2/20/13,Matthew Power,5,,http://traffic.libsyn.com/longform/Ep._29_-_Matthew_Power.mp3,Longform Podcast #29,
204,2/13/13,Joel Lovell,5,,http://traffic.libsyn.com/longform/Ep._28_-_Joel_Lovell.mp3,Longform Podcast #28,
204,2/6/13,Joshua Topolsky,5,,http://traffic.libsyn.com/longform/Ep._27_-_Joshua_Topolsky.mp3,Longform Podcast #27,
204,1/30/13,Jennifer Gonnerman,5,,http://traffic.libsyn.com/longform/Ep._26_-_Jennifer_Gonnerman.mp3,Longform Podcast #26,
204,1/23/13,Susan Orlean,5,,http://traffic.libsyn.com/longform/Ep._25_-_Susan_Orlean.mp3,Longform Podcast #25,
204,1/18/13,Stephen Rodrick,5,,http://traffic.libsyn.com/longform/Ep._24_-_Stephen_Rodrick.mp3,Longform Podcast #24,
204,1/16/13,Starlee Kine,5,,http://traffic.libsyn.com/longform/Ep._23_-_Starlee_Kine.mp3,Longform Podcast #23,
204,1/9/13,Charles Duhigg,5,,http://traffic.libsyn.com/longform/Ep._22_-_Charles_Duhigg.mp3,Longform Podcast #22,
204,12/19/12,Eli Sanders,5,,http://traffic.libsyn.com/longform/Ep._21_-_Eli_Sanders.mp3,Longform Podcast #21,
204,12/12/12,Patrick Radden Keefe,5,,http://traffic.libsyn.com/longform/Ep._20_-_Patrick_Radden_Keefe.mp3,Longform Podcast #20,
204,12/5/12,Choire Sicha,5,,http://traffic.libsyn.com/longform/Ep._19_-_Choire_Sicha.mp3,Longform Podcast #19,
204,11/28/12,Mike Sager,5,,http://traffic.libsyn.com/longform/Ep._18_-_Mike_Sager.mp3,Longform Podcast #18,
204,11/20/12,Joshua Davis,5,,http://traffic.libsyn.com/longform/Ep._17_-_Joshua_Davis_1.mp3,Longform Podcast #17,
204,11/14/12,Pamela Colloff,5,,http://traffic.libsyn.com/longform/Ep._16_-_Pam_Colloff.mp3,Longform Podcast #16,
204,11/7/12,Jonah Weiner,5,,http://traffic.libsyn.com/longform/Ep._15_-_Jonah_Weiner.mp3,Longform Podcast #15,
204,10/31/12,David Samuels,5,,http://traffic.libsyn.com/longform/Ep._14_-_David_Samuels.mp3,Longform Podcast #14,
204,10/24/12,Adrian Chen,5,,http://traffic.libsyn.com/longform/Ep._13_-_Adrian_Chen.mp3,Longform Podcast #13,
204,10/17/12,Mina Kimes,5,,http://traffic.libsyn.com/longform/Ep._12_-_Mina_Kimes.mp3,Longform Podcast #12,
204,10/12/12,Joshuah Bearman,5,,http://traffic.libsyn.com/longform/Ep._11_-_Joshuah_Bearman.mp3,Longform Podcast #11,
204,10/10/12,Chris Jones,5,,http://traffic.libsyn.com/longform/Ep._10_-_Chris_Jones.mp3,Longform Podcast #10,
204,10/3/12,Jeanne Marie Laskas,5,,http://traffic.libsyn.com/longform/Ep._9_-_Jeanne_Marie_Laskas.mp3,Longform Podcast #9,
204,9/26/12,Gideon Lewis-Kraus,5,,http://traffic.libsyn.com/longform/Ep._8_-_Gideon_Lewis-Kraus.mp3,Longform Podcast #8,
204,9/19/12,Ta-Nehisi Coates,5,,http://ec.libsyn.com/p/f/6/9/f69602fd776c560d/Ep._7_-_Ta-Nehisi_Coates.mp3?d13a76d516d9dec20c3d276ce028ed5089ab1ce3dae902ea1d01cc8f37d6cb59f4a3&c_id=4962325,Longform Podcast #7,
204,9/12/12,Mac McClelland,5,,http://traffic.libsyn.com/longform/Ep._6_-_Mac_McClelland.mp3,Longform Podcast #6,
204,9/5/12,Paul Ford,5,,http://traffic.libsyn.com/longform/Episode_5_-_Paul_Ford.mp3,Longform Podcast #5,
204,8/29/12,Jon Mooallem,5,,http://traffic.libsyn.com/longform/Ep._4_-_Jon_Mooallem.mp3,Longform Podcast #4,
204,8/22/12,David Grann,5,,http://traffic.libsyn.com/longform/Ep._3_-_David_Grann.mp3,Longform Podcast #3,
204,8/15/12,Janet Reitman,5,,http://traffic.libsyn.com/longform/Ep._2_-_Janet_Reitman.mp3,Longform Podcast #2,
204,8/8/12,Matthieu Aikins,5,,http://ec.libsyn.com/p/3/6/c/36c545d0c165687b/Ep._1_-_Matt_Aikins.mp3?d13a76d516d9dec20c3d276ce028ed5089ab1ce3dae902ea1d01cc8335d9cb5aa269&c_id=4800251 ,Longform Podcast #1,
