Show,Date,Person,Media Type,Media Value,,Title,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Gene Sharp,1,KAZaKeEpYJE,,We the people - Dr. Gene Sharp,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Eric Schmidt,1,VhV2-QWyMi8,,Playing our Part,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Mikko Hypponen,1,YMzp6eFR3BE,,Spirit of the time - Mikko Hypponen,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Gary White,1,H1EHDDwF1EQ,,"We the people - Panel: John Battelle, Tim Kring, Gary White",,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Cindy Hensley McCain,1,Bdnrib7K2nY,,The News - Cindy McCain at Zeitgeist Americas 2011,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Ahmed Shihab-Eldin,1,zOEbEoI9aGc,,The News - Ahmed Shihab-Eldin,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Tim O'Reilly,1,fRn-BmfxoJ8,,Spirit of the time - Tim O'Reilly,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Sekou Andrews,1,1qyNCId5t0k,,The News - Sekou Andrews at Zeitgeist Americas 2011,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Cory Booker,1,9d47QpXtUSs,,"Each of us, All of us",,,,,,,,,,,,,,,,,,,,,
219,10/1/11,John Battelle,1,nCAnFS--w-Q,,Playing our Part,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Jean-Philippe Vergne,1,_6L-Om7iaXw,,Spirit of the time - Jean-Philippe Vergne,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Robert Reich,1,WQ8hEdBTUss,,"Each of us, All of Us",,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Jonathan Trappe,1,Q4F_pPc_tjc,,We the people - Jonathan Trappe,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Tony Hawk,1,tHQjGwYgFoo,,Game On,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Jane McGonigal,1,G0CTPX-4Dlk,,Game On,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Nathan Sawaya,1,B2FDggV3a-k,,Game On,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Neil Turok,1,IC0OpWZMqfU,,Re-thINC,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Dean Ornish,1,d4KDEtYkYwU,,"Each of us, All of us",,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Deepak Chopra,1,4Tpl2D7Gris,,Playing our Part,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Adam Braun,1,ND5BjWd2xo4,,Spirit of the Time,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Ken Goldberg,1,seeUNKaJfEY,,Playing our Part,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Ray Kurzweil,1,IRLb5wSKuA8,,Spirit of the time - Ray Kurzweil,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Gilberto Gil,1,Lle77P3-aTY,,Game On,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Celine Cousteau,1,WrXaBkX_DSg,,The News - Celine & Fabien Cousteau at Zeitgeist Americas 2011,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Ray Kurzweil,1,MfGZMmOly1U,,Spirit of the time - Ray Kurzweil & Tim O'Reilly,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Ray Chambers,1,zdWegpqzAYQ,,Re-thINC,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Eric Schmidt,1,okw-819z4CE,,US Zeitgeist 2011 Highlights,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Eric Schmidt,1,ccNuo51ya-E,,"Each of us, All of us - Panel",,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Eric Schmidt,1,J_hFjMgPWF4,,"Welcome to Zeitgeist Americas, 2011",,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Sal Masekela,1,-4qoSElzzsY,,Game On,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Philip Shishkin,1,yMQv0RDr0TM,,We the people - Dave Eggers,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Chris Dixon,1,5-YyzCZhVHU,,Spirit of the time - Chris Dixon,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Robert Hammond,1,jvzRzmKSvSs,,We the people - Joshua David and Robert Hammond,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Nicholas Thompson,1,YE66YvQxCp8,,The News - Ted Koppel & Arianna Huffington at Zeitgeist Americas 2011,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Dennis Woodside,1,eBTbZTpeth4,,The News - Dennis Woodside at Zeitgeist Americas 2011,,,,,,,,,,,,,,,,,,,,,
219,10/1/11,Richard Branson,1,fHW0gIp4sCk,,RethINC,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Simon Wolfson,1,VX8yJGWfaSg,,Distorted Currency,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Gabor Steingart,1,3iKOJIWB09E,,Growth Policy,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Stephen Hawking,1,r4TO1iLZmcw,,Unified Theory,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Sam Conniff,1,Wy19YlcwmdM,,The Promise of Youth,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Nikesh Arora,1,dFXRYbUnYUc,,Closing of European Zeitgeist 2011,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Hans Rosling,1,720s21IMvWM,,Gap in Understanding,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,George Osborne,1,jUR5d59Pnt8,,Impact of the Internet Age,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Hans Rosling,1,oJUv3WU9beE,,Mapping Young People,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Dame Barbara Stocking,1,4Im2OUlcv00,,Supporting Aid,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,TJ Leyden,1,mWQI7j9ErjI,,Equating Love with Violence,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Stephanie Flanders,1,LtYWjjSQjRg,,Focus on the Euro,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Angela Ahrendts,1,nfQY6EMNQoI,,Brand Relevance,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Geoffrey Canada,1,18G40N06cYo,,War on Poverty,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Maurice Lévy,1,eJ5A9lOMXcA,,Building a Digital Presence,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Kevin Macdonald|Kirsty Wark,1,X9Y2TxdGSBA,,Game-Changing,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Kevin Macdonald,1,QpKnHo3DKDY,,Life in a Day,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Jonathan Zittrain,1,WiWJdLKy70o,,Acquiring Innovation,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Jon Snow|Wael Ghonim,1,Mqh0e5hX5KY,,Transparency,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Tim Hincks,1,n4r9Y7USAFw,,TV's New Formats,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Dr. Sipho Moyo,1,a_OGQeQnltY,,Improving Aid,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Paul Carrillo,1,MWv6ZVJKunw,,Managing Extremes,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Rory Sutherland,1,P1mOsHFXZFA,,Rediscovering a Lost Science,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Evan Davis,1,RTRxRXxyZE8,,Building and Managing Brands,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Chris Urmson,1,4H36uvNCsnA,,Self-Driving Cars,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Yuri Milner,1,mFHUGCZq6wc,,Minds for Sale,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,George Osborne,1,BUkTdDkxfd8,,Potential of the Internet,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Stephanie Flanders,1,ZLr7QrKnSGg,,The Bailout,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Jonathan Zittrain,1,TF_zPxrPRJ4,,Founding foursquare,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Jorgen Vig Knudstorp,1,w6cCIpRLAY0,,Putting the Pieces Together,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Eric Schmidt,1,YtGefYTGs-0,,Perspective from Google 2011,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Nikesh Arora,1,lT2kIWncsTQ,,Welcome to European Zeitgeist 2011,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Benjamin Zander,1,hZIC2f0fMKY,,Choosing Your World,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Marc Koska,1,f6UWjSarx0U,,Spotlight on Philanthropy,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,David McWilliams,1,ZowKXiPdk6c,,The End of the Eurozone?,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Philipp Schindler,1,JONU_UvZ43E,,Ode to Joy,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Guy Laliberté,1,JVndCWdgGyM,,Building Success,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Sugata Mitra,1,1lxNlKGwuE0,,Let Learning Happen,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Dan Duncombe,1,CpJ9oh2BFe0,,Exposure for Music Artists,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Jared Cohen,1,wM2Wg_4eeHc,,Redefining Identity,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Marc Koska,1,03FIUE2JnJ4,,Open Source Ideas,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Maajid Nawaz,1,CSs7y6A2bUU,,Vulnerability,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Sam Conniff,1,6_LYNwuaub4,,Embracing Young People,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Jonathan Zittrain,1,Wn88oxf6BDQ,,Human Innovation,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Yuri Milner,1,q7EK90RDc_w,,Encouraging Innovation,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Joseph Stiglitz,1,NV-pVDztNuU,,Bailout of the Lenders,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Sebastien de Halleux,1,oalT6lsxEX8,,Virtual Gaming,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Paul Carrillo,1,c57D5AxBj6g,,Overcoming Gang Culture,,,,,,,,,,,,,,,,,,,,,
219,5/1/11,Usama Hasan,1,sDd1Brc8qt8,,Transition from Extremism,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Al Seckel,1,030kCzru05A,,Perception,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Michael Fitzgerald,1,jVKyFoKoWS0,,"Asking ""Why Not?""",,,,,,,,,,,,,,,,,,,,,
219,10/1/10,will.i.am,1,mwbuGIYiHuc,,Uniting an Audience,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,"Edgar Bronfman, Jr.",1,MEuTG_x0mi0,,Producing Success,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Ivan Seidenberg,1,mcxZTem6jL8,,Potential,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,The Gregory Brothers,1,QMuEPBpG8QU,,Auto-Tune the News,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,James Wolfensohn,1,Px0DSu5aYUk,,Looking Eastward,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jessica Scorpio,1,mL_ENP2EUw8,,Social Car Sharing,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Marcelo Suárez-Orozco,1,RTsTYd6MG6A,,Diversity,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Martin Seligman,1,4C513ywEBho,,Positive Psychology,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Cameron Sinclair,1,Qwnty0H15fI,,Innovative Solutions,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jared Cohen,1,6HUQr2p_ZnA,,Uniting Youth,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Nouriel Roubini,1,-LQ50MCmynk,,Economic Perspective,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,A.G. Lafley,1,Stz9HkKdRS8,,Business Values,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Tan Le,1,d0z5Ozx9u-A,,Interpreting the Signals,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Derek Sivers,1,qV1uEh5XNNk,,How a Movement is Made,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Tim O'Reilly,1,X7jdDBTZGW0,,Innovate & Excite,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Andrew Lankford,1,VjIJS8zUimU,,Large Hadron Collider,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Molly Wright Steenson,1,joArLRrFa_w,,Series of Tubes,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jared Cohen,1,OJOQBSnTQ9k,,Engaging Youth,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jim Hornthal,1,El_CvdNUO-A,,Beyond Biology,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Sebastian Junger,1,mlw4iDkahag,,Human Connection,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Salim Ismail,1,xF7V597dm_U,,Enabling Information,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Michael Fitzgerald,1,OVYdVl_8DCY,,Creative Content,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Paul Carrillo,1,h19UFZks9DY,,Impact of Ideology,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Ted Turner,1,V8_enLIUKIw,,Success,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Dennis Woodside,1,y-uZmzNv55A,,Introducing Today's Topics,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Robert Lang,1,-9EvAY8xCBc,,Origami Design,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Michael Wesch,1,_Vi7tte8p8w,,New Media,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Tim O'Reilly,1,4MmVvKCfkFw,,Pace of Innovation,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Andrew Serwer,1,kHy1KZe7tlI,,Capturing Attention,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,James Fallows,1,BYeBntcM3eM,,Leadership,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Nikesh Arora,1,UNkl-su2kL4,,Introducing Mindshift,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jerry Yang,1,yyCadszyeos,,Marketing a Vision,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Terrence Kawaja,1,XQu41MVIC9g,,Ecosystem of Data,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Deborah Fallows,1,5yl6ve-TLhY,,Semantic Association,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Patrick Whitesell,1,nRijzVLlVUQ,,Movie Business Model,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Adam Grosser,1,3lDr5LQzecM,,Heart Transplants,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Brady Forrest,1,eiASmWMV7pg,,Introducing Ignite,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Michael Fitzgerald,1,m-tTVrLIyYE,,Analyzing Catalysts,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jared Cohen,1,x8fwq73bgBo,,Project Alcatraz,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,KC Estenson,1,390QSyb1QcY,,Social Contract,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Jason Grigsby,1,y27pLkY7WVI,,Cup Noodles Container,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Loic Le Meur,1,4CZxcjZWPL8,,Expanding Platforms,,,,,,,,,,,,,,,,,,,,,
219,10/1/10,Martin Seligman,1,bj7aIIwRGvE,,Overcoming Problems in the Face of Adversity,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Don Tapscott,1,ZbwSYpLfDJI,,Rethinking the World's Institutions,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Desmond Tutu,1,-TpUEGaOkKQ,,Advice from the Archbishop,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Evan Davis,1,2nsL7DTw6_E,,Tomorrow's World,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Alan Edwards,1,CPW_bqjBA08,,The Art of Persuasion,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Yossi Vardi,1,fCvl3Ai475w,,Local Warming,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Daniel Kahneman,1,uUYQrLsmNMM,,Behavioral Economics,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Eric Schmidt,1,Qr2-2XY_QsQ,,Perspective from Google 2010,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Chrystia Freeland,1,B8v2tMJmeg0,,Leading from the Front,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Nikesh Arora,1,OR67qmA5k1E,,Introducing Zeitgeist,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Minouche Shafik,1,XugRDhLRhb4,,Making a Difference,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Ben Verwaayen,1,iRCeamgaS1M,,Delivering Innovation,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Brian Fitzpatrick,1,10VXT0aGICc,,The Power of Data,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Wang Shuo,1,Lshk1fM3gHQ,,Back from the Brink,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Boris Johnson,1,xlmgUbHoUBM,,London's Culture of Innovation,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Evan Davis,1,qDq3Wj8QY6Y,,Meet the Trailblazers,,,,,,,,,,,,,,,,,,,,,
219,5/1/10,Desmond Tutu,1,D3jQf4BGtR4,,The Essence of Being Human,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Chrystia Freeland,1,_SMGAc3KzKA,,Combining Tradition with Technology,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Mary Robinson,1,T-cNEICPMIQ,,Realizing Responsibility,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,James Harding,1,RQWWK4tb9RU,,Citizen Politics,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Peter Mandelson,1,cO4sNcFHHfI,,Managing Globalization,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Prince of Asturias,1,zYuoOcmJS2Q,,Spain and Iberoamérica,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Chaz Jenkins,1,BVQ820Lzu1s,,Collaborative Creativity,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Hans Rosling,1,1-8Jw3xEtV4,,The World in Data,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Chrystia Freeland,1,x8GQN_ztU7o,,The Road Ahead,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Christina Domecq,1,93L8qf3Qi6I,,New Frontiers,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Dieter Zetsche,1,90rrjn1wPtQ,,Staying the Course: Part I,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Eric Schmidt,1,Se-wlHw9XQM,,Perspective from Google 2009,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Nassim Taleb,1,DfLkVLVmGyg,,Staying the Course: Part II,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Itay Talgam,1,iL3qpTsv5vs,,Collective Interpretation,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Haakon Prince of Norway,1,r5aS3S2shD0,,Dignity in Development,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,Jonathan Zittrain,1,b8dhkVmOUvQ,,Reinventing Media,,,,,,,,,,,,,,,,,,,,,
219,5/1/09,"Charles, Prince of Wales",1,a-G-XSRqPWA,,A World View Fit for the 21st century,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Michael Pollan,1,I9I1IkbcHNE,,A World That Can Feed Itself,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Professor Bernhard Steinerhoff,1,l-y8sw1lNng,,Rhythm and Pitch,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Michael Pollan,1,9GyIhXNilcg,,Serious Sustainability,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Clay Shirky,1,nopOBLrhO-0,,Collective Action,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Chris DeWolfe,1,EZtC-czoIGM,,Spread the Word,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Peter Diamandis,1,s3RlCVtQ6mA,,Business of Space,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Jeffrey Immelt,1,hsf6t5hSWDM,,Electricity 2.0,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Lee Clow,1,DS0F8ThF2Lk,,Advertizing: Stories or Games?,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Carlos Slim,1,jo_kzIHL27A,,Business Principles,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Jennifer Corriero,1,h08jnjeBKEw,,Linking Youth Globally,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Brad Anderson,1,n9cKXZBYapQ,,Incorporating Employee Insight,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Paul Hawken,1,UGDXnoamGuI,,Alternative Energies,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Itay Talgam,1,S8U-FJFuXE0,,Conductivity,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Hans Rosling,1,tPeYJyAyZ30,,The Hockey Stick in Statistics,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Sylvia Earle,1,HuHnSdLnW0o,,Google Earth & the Ocean,,,,,,,,,,,,,,,,,,,,,
219,10/1/08,Mark Hansen,1,C_8OwAP5o5E,,New Play in Business,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Sir Salman Rushdie,1,Ka1Y1BY19Vw,,Literary Thought in the Information Age,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Danny Rimer,1,3a3i1jHEMKc,,Capturing Community,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Matthew d'Ancona,1,XKmsUWuh0CU,,Future of Online Video,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Martin Varsavsky,1,lVMDlldP5GM,,Q&A with the Trailblazers,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Gilberto Gil,1,2GqnaErEoes,,Future of Creativity,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Eric Baptiste,1,wgkd4e0vqJI,,Future of Creativity Q&A,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Eric Schmidt,1,1acoC5zjgM0,,Perspective from Google 2008,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Mo Ibrahim,1,dDD2gCuwnhA,,Technology as an Enabler,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Gordon Brown,1,btE075p6Ypg,,"Global Economy, Global Society",,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Danny Rimer,1,7awAN8ceIgc,,Content vs Community,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Rania Al Abdullah,1,FyuwoxHw3Ms,,Cross-Cultural Connectivity,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Patrick Vien,1,Ejle8wbgVd4,,Copyfight,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,William Lewis,1,aan24cfI1bg,,Content Vs Community Q&A,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Rives,1,z-S5TsFm9x0,,Web 2.0 Poetry,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Matthew d'Ancona,1,KA_Lw9zCT2E,,Online Video in Depth,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,James Boyle,1,FzsjRuRO9As,,The New Subject of Copyright Law,,,,,,,,,,,,,,,,,,,,,
219,5/1/08,Kent Nichols,1,cBjkKsjpWS8,,Ninja's Perspective,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,John Legend,1,gITRV4kmgW4,,Show Me Campaign,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Sergey Brin,1,7e3AR2k0foM,,Business Opportunities,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Dr. Larry Brilliant,1,ZCN8jNspTRg,,The New Responsibility,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Dr. Larry Brilliant,1,3xX-vpznwb0,,Income Disparity,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,David Cameron,1,jJp3D_n7I4E,,The Global Citizen,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Thomas Friedman,1,6KdJGeQBBTs,,Even the Organization Is Flat,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Kurt Andersen,1,Sxbm-qzon9g,,Collaborate & Connect,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Jimmy Wales,1,uif0vVzNcyE,,Wealth of Networks,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Christopher Edley,1,dNrmxeOsNk4,,Defining Justice,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Maurice Lévy,1,42Ju2bhV8V4,,The Living Web,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Reid Hoffman|Chris Alden|Reid Hoffman|Esther Dyson,1,6uKxZhtlteY,,The Art of the Social Start,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Majora Carter,1,7TFpc4vja08,,Urban America,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,William McDonough,1,WEyYFYDBhW0,,The Green Collar Worker,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Kim Kadlec,1,rE1z8zqWlHo,,Marketer's Responsibilities,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,James Fallows,1,43sUEFcD4Ro,,Global Impact,,,,,,,,,,,,,,,,,,,,,
219,10/1/07,Tom Brokaw,1,hlMbcHX1XZA,,Non-Virtual Life,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Mathias Döpfner,1,stJ2VBLUJC8,,New Journalism,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Hans Rosling,1,uabWkN2THc8,,World Development,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Michael Birch,1,nHxc6mc-ac0,,All About Bebo,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Frederic Hauge,1,iurUc0L_dTs,,Carbon Capture,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,James Murdoch,1,cNVf7zoRHus,,Engagement,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Patrick Dixon,1,Qxpt7GRjuiM,,Building Online Trust,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Sir Stelios Haji-Ioannou,1,yLCMRXPNNL4,,Serial Entrepreneurship,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Mark Thompson,1,8p64EvutS-I,,Control,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Marc Samwer|Martin Varsavsky|Loic Le Meur,1,nut4AAQuc34,,Entrepreneurship & Innovation,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Kevin Roberts,1,U_oHphOV7Jc,,Branding Today & Tomorrow,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Michael Pawlyn,1,-Yy8YH13qZs,,Green Architecture,,,,,,,,,,,,,,,,,,,,,
219,5/1/07,Susan Davis,1,_txKMz064FY,,Microcredit Development,,,,,,,,,,,,,,,,,,,,,
