Show Code,Date,People,Media Type,Media Code,Media URL,Media Title,
199,4/28/14,Bernie Brenner,1,https://www.youtube.com/watch?v=8o5hvl-2Tcc&index=321&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Bernie Brenner: ""The Sumo Advantage"" | Talks at Google",
199,5/1/14,Greg McKeown,1,https://www.youtube.com/watch?v=sQKrt1-IDaE&index=311&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Greg McKeown: ""Essentialism"" | Talks at Google",
199,5/5/14,Dick Bolles,1,https://www.youtube.com/watch?v=oeP6Pm3Xf-8&index=310&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Dick Bolles: ""How to Decide what you'll be doing Five Years from Now"" | Talks at Google",
199,5/11/14,Daniel Boulud,1,https://www.youtube.com/watch?v=Zj1Y1GdWfi0&index=307&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Daniel Boulud: ""Daniel: My French Cuisine"" | Food at Google",
199,5/14/14,Scott Weiner,1,https://www.youtube.com/watch?v=RYSEkyDhqQ8&index=309&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Scott Weiner: ""The Art of the Pizza Box"" | Talks at Google",
199,5/14/14,Adam Braun,1,https://www.youtube.com/watch?v=6iJL0Cgfutc&index=312&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Adam Braun: ""Promise of A Pencil"" | Talks at Google",
199,5/17/14,Robert Mankoff,1,https://www.youtube.com/watch?v=kogikw3InpY&index=306&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Robert Mankoff: ""There is no Algorithm for Humor"" | Talks at Google",
199,5/19/14,Nikil Saval,1,https://www.youtube.com/watch?v=gPjJDhSd-8c&index=15&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Nikil Saval: ""Cubed"" | Talks at Google",
199,5/19/14,Lewis Dartnell,1,https://www.youtube.com/watch?v=rbbvf-GkJcA&index=43&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Lewis Dartnell: ""The Knowledge: How to rebuild our world from scratch"" | Talks at Google",
199,5/19/14,Joshua Green,1,https://www.youtube.com/watch?v=VaoTKurm_1k&index=305&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Joshua Green: ""Moral Tribes: Emotion, Reason, and the Gap Between Us and Them"" | Talks at Google",
199,5/19/14,Bjorn Lomborg,1,https://www.youtube.com/watch?v=W3JZ1j5R8SI&index=308&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Bjorn Lomborg: ""Prioritizing the World: How to spend $75 billion to do the Most Good""",
199,5/23/14,Larry Niven | Gregory Benford,1,https://www.youtube.com/watch?v=ydgv_AmR5fU&index=44&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Larry Niven & Gregory Benford: ""Shipstar"" | Talks at Google",
199,6/3/14,Sue Ganz-Schmitt,1,https://www.youtube.com/watch?v=WEPdYow_ILo&index=301&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Sue Ganz-Schmitt: ""Planet Kindergarten"" | Talks at Google",
199,6/5/14,Ryan Holiday,1,https://www.youtube.com/watch?v=4rXWru0Qyok&index=14&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Ryan Holiday: ""The Obstacle is the Way"" | Talks at Google",
199,6/5/14,Susan RoAne,1,https://www.youtube.com/watch?v=wiVLMooGY9s&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=297,,"Susan RoAne: ""How to Work a Room"" | Talks at Google",
199,6/9/14,Mike Robbins,1,https://www.youtube.com/watch?v=x0NGSdZustg&index=45&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Mike Robbins: ""Nothing Changes Until You Do"" | Talks at Google",
199,6/11/14,Alex Bellos,1,https://www.youtube.com/watch?v=AzNWmFaOqJI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=298,,"Alex Bellos: ""Alex Through The Looking Glass"" ""The Grapes of Math"" | Talks at Google",
199,6/11/14,Philip Howard,1,https://www.youtube.com/watch?v=M0S9S-UXnRs&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=300,,"Philip Howard: ""The Rule of Nobody"" | Talks at Google",
199,6/13/14,David Burkus,1,https://www.youtube.com/watch?v=JPe7IAINeAE&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=294,,"David Burkus: ""The Myths of Creativity"" | Talks at Google",
199,6/18/14,Imogen Binnie|Red DurkinCasey Plett|Jeanne Thornton,1,https://www.youtube.com/watch?v=_DXIHyvp27k&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=293,,Trans Women Writers | Talks at Google,
199,6/19/14,Arianna Huffington,1,https://www.youtube.com/watch?v=2DbjS9ZCpRI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=296,,"Arianna Huffington: ""Thrive"" UK | Talks at Google",
199,6/22/14,Andrea Coville,1,https://www.youtube.com/watch?v=5TLrm-zzrEI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=288,,"Andrea Coville: ""Relevance"" | Talks at Google",
199,6/24/14,Rachel Searles,1,https://www.youtube.com/watch?v=vmtOtbulQY4&index=17&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Rachel Searles: ""The Lost Planet"" | Talks at Google",
199,6/29/14,Rona Renner,1,https://www.youtube.com/watch?v=b0Z7NyrUz_0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=287,,"Rona Renner: ""Is that Me Yelling?"" | Talks at Google",
199,6/29/14,John Micklethwait & Adrian Wooldridge,1,https://www.youtube.com/watch?v=nCR0lDMNl9E&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=295,,"John Micklethwait & Adrian Wooldridge: ""The Fourth Revolution"" | Talks at Google",
199,6/29/14,Adelle Waldman,1,https://www.youtube.com/watch?v=kOS0umAH_to&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=299,,"Adelle Waldman: ""Author of The Love Affairs of Nathaniel P"" | Talks at Google",
199,6/30/14,Richard Shell,1,https://www.youtube.com/watch?v=8vXCEbE5BcM&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=286,,"Richard Shell: ""Springboard: Launching Your Personal Search for Success"" | Talks at Google",
199,7/1/14,John Yorke,1,https://www.youtube.com/watch?v=P0UZHUnB5pQ&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=289,,"John Yorke: ""Into The Woods"" | Talks at Google",
199,7/2/14,Christopher Jones,1,https://www.youtube.com/watch?v=SSoGR4eH_zg&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=285,,"Christopher Jones: ""Routes of Power: Energy and Modern America"" | Talks at Google",
199,7/3/14,James S.A.Corey,1,https://www.youtube.com/watch?v=sCsPtUo91B0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=284,,James S.A.Corey | Talks at Google,
199,7/11/14,Blake J. Harris,1,https://www.youtube.com/watch?v=mDlhclXHZF0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=283,,"Blake J. Harris: ""Console Wars: Sega, Nintendo, and the Battle that Defined a Generation""",
199,7/11/14,John Waters,1,https://www.youtube.com/watch?v=KVDYAe507zw&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=291,,"John Waters: ""Carsick"" | Talks at Google",
199,7/15/14,Adam Rogers,1,https://www.youtube.com/watch?v=HKwNHpPSzP0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=292,,"Adam Rogers: ""Proof: The Science of Booze"" | Talks at Google",
199,7/22/14,Michael Mauboussin,1,https://www.youtube.com/watch?v=1JLfqBsX5Lc&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=282,,"Michael Mauboussin: ""The Success Equation:Untangling Skill and Luck"" | Talks at Google",
199,7/30/14,Bryan Lee O'Malley|David B Feldman,1,https://www.youtube.com/watch?v=oZOaRYn7Qpo&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=280,,"Bryan Lee O'Malley: ""Seconds"" | Talks at Google",
199,8/4/14,Lee Daniel Kravetz,1,https://www.youtube.com/watch?v=jQeZr_-4tuI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=281,,"Lee Daniel Kravetz, David B Feldman: ""The Surprising Link Between Suffering & Success""",
199,8/5/14,Jen Lancaster,1,https://www.youtube.com/watch?v=_-kjM82cosA&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=290,,"Jen Lancaster: ""The TAO of Martha: My Year of LIVING..."" | Talks at Google",
199,8/22/14,Ron Levy,1,https://www.youtube.com/watch?v=fL0GXzFhOg4&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=277,,"Ron Levy: ""Tales of a Road Dog: The Lowdown Along the Blues Highway"" | Talks at Google",
199,8/23/14,David Rose,1,https://www.youtube.com/watch?v=aOCLDaUVCm0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=278,,"David Rose: ""Enchanted Objects"" | Talks at Google",
199,9/3/14,Dan Roam,1,https://www.youtube.com/watch?v=Y1SMm4mOV9A&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=275,,"Dan Roam: ""Show and Tell"" | Talks at Google",
199,9/3/14,Jonathan Robinson,1,https://www.youtube.com/watch?v=i2WC00LvGAo&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=279,,"Jonathan Robinson: ""Finding Happinesss Now...and in the Future"" | Talks at Google",
199,9/10/14,John Scalzi,1,https://www.youtube.com/watch?v=Q6e7jHdaXoc&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=273,,"John Scalzi: ""Lock In"" | Talks at Google",
199,9/10/14,Steve Hindy,1,https://www.youtube.com/watch?v=To5vVfDqV1M&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=274,,"Steve Hindy: ""The Craft Beer Revolution"" | Talks at Google",
199,9/12/14,John Holl,1,https://www.youtube.com/watch?v=yj5YSn90DVc&index=47&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"John Holl: ""The American Craft Beer Cookbook"" | Talks at Google",
199,9/13/14,Edward E. Baptist,1,https://www.youtube.com/watch?v=Cw6lFyy8jIk&index=52&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Edward E. Baptist: ""The Half Has Never Been Told"" | Talks at Google",
199,9/13/14,Eric Schwarz,1,https://www.youtube.com/watch?v=d0kOHr5Lqa8&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=272,,"Eric Schwarz: ""The Opportunity Equation"" | Talks at Google",
199,9/14/14,Paul Roberts,1,https://www.youtube.com/watch?v=2Br-FEOAxTk&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=271,,"Paul Roberts: ""The Impulse Society"" | Talks at Google",
199,9/22/14,Nick Bostrom,1,https://www.youtube.com/watch?v=pywF6ZzsghI&index=48&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Nick Bostrom: ""Superintelligence"" | Talks at Google",
199,9/22/14,Guy Spier,1,https://www.youtube.com/watch?v=ifDCmRBElPY&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=268,,"Guy Spier: ""The Education of a Value Investor"" | Talks at Google",
199,9/23/14,Ha-Joon Chang,1,https://www.youtube.com/watch?v=n5j5EW933Kw&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=269,,"Ha-Joon Chang: ""Economics: The User's Guide"" | Talks at Google",
199,9/24/14,Steven G. Blum,1,https://www.youtube.com/watch?v=H63Rl6i6cN8&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=266,,"Steven G. Blum: ""Negotiating Your Investments"" | Talks at Google",
199,9/24/14,Randall Munroe,1,https://www.youtube.com/watch?v=7GIDDaF26zE&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=267,,"Randall Munroe: ""What If?"" | Talks at Google",
199,9/29/14,Holly Payne,1,https://www.youtube.com/watch?v=FdoB1501gUc&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=263,,"Holly Payne: Technology of the Heart and ""Damascena"" | Talks at Google",
199,9/30/14,Gregory Maguire,1,https://www.youtube.com/watch?v=Zw3j3piX2Yo&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=262,,"Gregory Maguire: ""A Few Wicked Years"" | Talks at Google",
199,10/2/14,Jamie Bartlett,1,https://www.youtube.com/watch?v=cZzXEa9kpnE&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=270,,"Jamie Bartlett: ""The Dark Net"" | Talks at Google",
199,10/3/14,Doug Lipp,1,https://www.youtube.com/watch?v=_lKjU98cYGg&index=49&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Doug Lipp: ""Disney U: Authors at Google"" | Talks at Google",
199,10/6/14,Roberto Trotta,1,https://www.youtube.com/watch?v=klZWuI6Fqgk&index=50&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Roberto Trotta: ""The Edge of Sky"" | Talks at Google",
199,10/7/14,Michael Cremo,1,https://www.youtube.com/watch?v=DKfGC3P9KoQ&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=259,,"Michael Cremo: ""Forbidden Archaeology"" | Talks at Google",
199,10/10/14,Chris Cheng,1,https://www.youtube.com/watch?v=wiJ8bwTi17U&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=258,,"Chris Cheng: ""Shoot to Win"" | Talks at Google",
199,10/14/14,Nicholas Carr,1,https://www.youtube.com/watch?v=Mt8ooCms4sE&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=256,,"Nicholas Carr: ""The Glass Cage: Automation and Us"" | Talks at Google",
199,10/15/14,Marcelo Gleiser,1,https://www.youtube.com/watch?v=rYZOAZijZtA&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=254,,"Marcelo Gleiser: ""The Island of Knowledge"" | Talks at Google",
199,10/15/14,Chris Guillebeau,1,https://www.youtube.com/watch?v=QqE4mJl26uQ&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=255,,"Chris Guillebeau: ""The Happiness of Pursuit"" | Talks at Google",
199,10/16/14,Steven Pinker,1,https://www.youtube.com/watch?v=3ZKTmsgqi0U&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=250,,"Steven Pinker: ""The Sense of Style"" | Talks at Google",
199,10/17/14,Jose Cordeiro,1,https://www.youtube.com/watch?v=5YKkcUcSpMU&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=265,,"Jose Cordeiro: ""The Future of Technology and the Technology of the Future"" | Talks at Google",
199,10/20/14,Bob Ryan,1,https://www.youtube.com/watch?v=yjsjIq--R-A&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=243,,"Bob Ryan: ""Scribe: My Life in Sports"" | Talks at Google",
199,10/20/14,Alan Lightman,1,https://www.youtube.com/watch?v=s6uX-1qAB_Y&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=247,,"Alan Lightman: ""The Accidental Universe"" | Talks at Google",
199,10/21/14,Rick Smolan,1,https://www.youtube.com/watch?v=rsaWs59cJEA&index=51&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Rick Smolan, Photographer and Co-Creator of ""Day in the Life"" Books | Talks at Google",
199,10/21/14,Dan Harris,1,https://www.youtube.com/watch?v=Dt5Qv9tUObI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=246,,"Dan Harris: ""10% Happier"" | Talks At Google",
199,10/21/14,Lord Browne,1,https://www.youtube.com/watch?v=yxkxFOiIeLY&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=251,,"Lord Browne: ""The Glass Closet: Why Coming Out Is Good Business"" NYC | Talks at Google",
199,10/21/14,Christian Rudder,1,https://www.youtube.com/watch?v=YX1gTVa1N78&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=252,,"Christian Rudder: ""Dataclysm"" | Talks at Google",
199,10/23/14,Marc Abrahams,1,https://www.youtube.com/watch?v=wws3PUmzvhs&index=53&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Marc Abrahams: ""Annals of Improbable Research"" | Talks at Google",
199,10/23/14,Daniel Handler,1,https://www.youtube.com/watch?v=AjoFdc91uFU&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=242,,Daniel Handler in conversation with Dan Stone | Talks at Google,
199,10/28/14,Larry Cunningham,1,https://www.youtube.com/watch?v=Gm_fVFNx4VU&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=239,,"Larry Cunningham: ""Berkshire Beyond Buffett"" | Talks at Google",
199,10/28/14,Kip Tindell,1,https://www.youtube.com/watch?v=Utl-cvfVCME&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=240,,"Kip Tindell: ""Uncontainable"" | Talks at Google",
199,10/28/14,Jonathan Powell,1,https://www.youtube.com/watch?v=dtpRgMRiYyY&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=248,,"Jonathan Powell: ""Talking to Terrorists"" | Talks at Google",
199,10/28/14,Carol Sanford,1,https://www.youtube.com/watch?v=GXsRTdjJKck&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=249,,"Carol Sanford: ""The Responsible Entrepruneur"" | Talks at Google",
199,10/28/14,John Lewis,1,https://www.youtube.com/watch?v=NRtrKp1bsPU&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=264,,"Rep. John Lewis and BGN: ""March: Book One"" | Talks at Google",
199,10/28/14,Daniel Levitin,1,https://www.youtube.com/watch?v=aR1TNEHRY-U&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=276,,"Daniel Levitin: ""The Organized Mind: Thinking Straight in an Age of Information Overload""",
199,10/29/14,Seth Casteel,1,https://www.youtube.com/watch?v=OKvZfs7xos0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=241,,"Seth Casteel: ""Underwater Puppies"" | Talks at Google",
199,10/29/14,Susan Crawford| Stephen Goldsmith,1,https://www.youtube.com/watch?v=KgKIifGtj4U&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=260,,"Susan Crawford & Stephen Goldsmith: ""The Responsive City"" | Talks at Google",
199,10/29/14,Steve J. Martin,1,https://www.youtube.com/watch?v=VIYONtPwnR4&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=261,,"Steve J. Martin: ""The Small Big"" | Talks at Google",
199,10/31/14,Shauna Shapiro,1,https://www.youtube.com/watch?v=5q-jffXGx7U&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=244,,"Shauna Shapiro: ""Mindful Discipline"" | Talks at Google",
199,11/4/14,Seth Casteel,1,https://www.youtube.com/watch?v=84aXqhFCp_o&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=253,,"Seth Casteel: ""Underwater Puppies"" MTV | Talks at Google",
199,11/5/14,Walter Isaacson,1,https://www.youtube.com/watch?v=rRqLSiLuQgA&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=230,,"Walter Isaacson: ""The Innovators"" | Talks at Google",
199,11/5/14,Jeff Gothelf,1,https://www.youtube.com/watch?v=J3C6yzYuVC0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=231,,"Jeff Gothelf: ""Building Successful Teams with Evidence-Based Innovation and Design""",
199,11/5/14,Susan Jane Gilman,1,https://www.youtube.com/watch?v=uHfwp14UyVI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=235,,"Susan Jane Gilman: ""The Ice Cream Queen of Orchard Street"" | Talks at Google",
199,11/5/14,Grace Helbig,1,https://www.youtube.com/watch?v=Jr7eUSfsHu4&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=236,,"Grace Helbig: ""Grace's Guide: The Art of Pretending To Be A Grown-Up"" | Talks at Google",
199,11/5/14,Walter Isaacson,1,https://www.youtube.com/watch?v=qULcQ15mzYk&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=237,,"Walter Isaacson: ""The Innovators"" NYC | Talks at Google",
199,11/6/14,Gene Simmons,1,https://www.youtube.com/watch?v=tIeElPmh4hQ&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=238,,"Gene Simmons: ""Me Inc.: Build an Army of One, Unleash Your Inner Rock God, Win in Life""",
199,11/12/14,Alan Parsons|Julian Colbeck,1,https://www.youtube.com/watch?v=9pDUwak1GA4&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=229,,"Alan Parsons & Julian Colbeck: ""Art and Science of Sound Recording"" | Talks at Google",
199,11/12/14,Stew Friedman,1,https://www.youtube.com/watch?v=mPiyDWFr-jg&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=232,,"Stew Friedman: ""Leading the Life You Want"" | Talks at Google",
199,11/13/14,Marcia Reynolds,1,https://www.youtube.com/watch?v=nvpLN1Rf_k8&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=228,,"Marcia Reynolds: ""The Discomfort Zone: How Leaders Turn Difficult Conversations Into Breakthroughs""",
199,11/16/14,Howard Ross,1,https://www.youtube.com/watch?v=v01SxXui9XQ&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=226,,"Howard Ross: ""Everyday Bias: Identifying and Navigating Unconscious Judgments"" | Talks at Google",
199,11/16/14,Theodore Gray,1,https://www.youtube.com/watch?v=NMJtieqVUc4&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=227,,"Theodore Gray: ""Molecules"" | Talks at Google",
199,11/17/14,Aasif Mandvi,1,https://www.youtube.com/watch?v=qGfdtHjM3EY&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=245,,"Aasif Mandvi: ""No Land's Man"" | Talks at Google",
199,11/19/14,John Cleese,1,https://www.youtube.com/watch?v=N0KkU-4PIhs&index=54&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"John Cleese: ""So, Anyway..."" | Talks at Google",
199,11/20/14,Sebastian Junger,1,https://www.youtube.com/watch?v=KwOAVSprv64&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=224,,"Sebastian Junger: ""The Last Patrol"" | Talks at Google",
199,11/21/14,Jake Wood,1,https://www.youtube.com/watch?v=H-qY3GFlqPE&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=221,,"Jake Wood: ""Take Command: Lessons in Leadership: How to Be a First Responder in Business""",
199,11/21/14,Loree Draude,1,https://www.youtube.com/watch?v=j3EGOEs8kUY&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=222,,"Loree Draude: ""She's Just Another Navy Pilot: An Aviator's Sea Journal"" | Talks at Google",
199,11/24/14,Liz Wiseman,1,https://www.youtube.com/watch?v=bdhiDgO_O_g&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=223,,"Liz Wiseman: ""Rookie Smarts"" | Talks at Google",
199,12/1/14,Ethan Zuckerman,1,https://www.youtube.com/watch?v=6sQ9Yhh3wY8&index=55&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Ethan Zuckerman, ""Digital Cosmopolitans"" | Talks at Google",
199,12/2/14,Talks at Google,1,https://www.youtube.com/watch?v=t2XtTU-Uzu4&index=56&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Talks at Google: Prof. Joseph Blasi ""The Citizen's Share""",
199,12/2/14,Matt Parker,1,https://www.youtube.com/watch?v=v_1irrPVt4M&index=57&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Matt Parker: ""Things to Make and Do in the Fourth Dimension"" | Talks at Google",
199,12/3/14,Evangeline Lilly,1,https://www.youtube.com/watch?v=2vypNycl8Ho&index=58&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Evangeline Lilly, ""The Squickerwonkers"" NYC | Talks at Google",
199,12/4/14,Evangeline Lilly,1,https://www.youtube.com/watch?v=1CskVJogsyw&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=218,,"Evangeline Lilly: ""The Squickerwonkers"" MTV | Talks at Google",
199,12/5/14,Chris Taylor,1,https://www.youtube.com/watch?v=naeRobXFO74&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=215,,"Chris Taylor: ""How Star Wars Conquered the Universe"" | Talks at Google",
199,12/9/14,Amanda Gefter,1,https://www.youtube.com/watch?v=sOwSoAC2tEs&index=60&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Amanda Gefter: ""Trespassing on Einstein's Lawn"" | Talks at Google",
199,12/9/14,Adrienne Mayor,1,https://www.youtube.com/watch?v=378zVUpeopY&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=213,,"Adrienne Mayor: ""The Amazons"" | Talks at Google",
199,12/10/14,John Heins | Whitney Tilson,1,https://www.youtube.com/watch?v=VBVEaifDx_A&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=219,,"John Heins & Whitney Tilson: ""The Art of Value Investing"" | Talks at Google",
199,12/10/14,Audrey Lee,1,https://www.youtube.com/watch?v=1i9aDN9j_RI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=233,,"Audrey Lee: ""Flex: The New Playbook for Managing Across Differences"" | Talks at Google",
199,12/11/14,William Powers,1,https://www.youtube.com/watch?v=wollybT8rz0&index=61&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"William Powers: ""New Slow City"" | Talks At Google",
199,12/11/14,Kenneth Turan,1,https://www.youtube.com/watch?v=oYALCk8Z3CQ&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=210,,"Kenneth Turan: ""Not to Be Missed: Fifty-Four Favorites from a Lifetime of Film"" | Talks at Google",
199,12/11/14,Nick Montfort,1,https://www.youtube.com/watch?v=L19iQjE71Ws&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=212,,"Nick Montfort: ""#!"" | Talks At Google",
199,12/12/14,Tim Verstynen,1,https://www.youtube.com/watch?v=u4DfENVEuFo&index=62&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ,,"Tim Verstynen: ""Do Zombies Dream of Undead Sheep?"" | Talks At Google",
199,12/12/14,Thomas Page McBee,1,https://www.youtube.com/watch?v=Nw0XvYQHlwU&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=214,,"Thomas Page McBee: ""Man Alive"" | Talks at Google",
199,12/12/14,Garth Nix,1,https://www.youtube.com/watch?v=s2x3BtF3vTI&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=225,,"Garth Nix: ""Clariel: The Lost Abhorsen"" | Talks at Google",
199,12/15/14,Tim Verstynen,1,https://www.youtube.com/watch?v=UjLcKd4j0YE&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=208,,"Tim Verstynen: ""Do Zombies Dream of Undead Sheep?"" | Talks At Google",
199,12/18/14,Roman Krznaric,1,https://www.youtube.com/watch?v=lN4MRYIoCS0&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=209,,"Roman Krznaric: ""Empathy Why It Matters & How to Get It"" | Talks At Google",
199,12/23/14,Diane von Furstenberg,1,https://www.youtube.com/watch?v=H-UicGeOHu8&list=PLGGpadyh0wS589np9dre-nOeGfzRfutmQ&index=207,,Diane von Furstenberg | Talks at Google,
